phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,content/posts/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,200,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry | Robert DeVore",82,"⚠ Content Warning: This article contains archived examples of racism, sexism, ableism, and hateful language used by Kevin Michael Geary. Reader discretion is advised. Introduction: Who is Kevin Michael Geary? Kevin…",215,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry",H2: Introduction: Who is Kevin Michael Geary? | H2: Part 1: Kevin Geary’s Early Digital Footprint | H3: Hispanic Hate Speech by Kevin Geary | H3: Kevin Michael Geary Mocking People with Disabilities | H3: Racist Commentary and Stereotyping by Kevin Geary | H3: Misogynistic Attacks by Kevin Geary | H3: Attacking Children and Families | H3: Kevin Geary on Race and Music | H3: Advocating Violence Against Women | H3: Pedophilia “Jokes” by Kevin Geary | H2: Part 2: Kevin Michael Geary’s Long Pattern of Industry-Hopping and Reputation Management | H3: Early Career: “The Money Hawk” and “Six Figure Grind” | H3: Health and Fitness Pivot: “Rebooted Body” | H3: The Web Development Pivot: “Digital Ambition” | H3: Modern Day: History Repeats | H3: This is Not Ancient History | H2: Part 3: Kevin Geary’s History is Not an Accident | H2: Related Reading,1403,en,2025-04-28,,Robert DeVore,True,BlogPosting; Organization; Person,13,18,23,0,4,0,3,3,False,True,False,False,8fc55ab7037ed2ab6d28cc78a3a87e92129915d2aef725b7a874a4878b20b3ef
baseline,https://robertdevore.com/leafly-reviews-wordpress-plugin/,content/posts/leafly-reviews-wordpress-plugin.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/leafly-reviews-wordpress-plugin/,200,Leafly Reviews | Robert DeVore,30,"You know those moments in your life where you step back and look around, knowing that things are about to change? Yeah, I'm having one of those moments right now. I've wrote a lot of code in my lifetime and customized…",218,Leafly Reviews,H2: Leafly Reviews WordPress plugin | H3: Download | H3: Adding your APP ID and KEY | H3: Widget Options | H3: Shortcode Options | H2: Credits & Thank-you's | H2: Download | H2: The road ahead | H2: Related Reading,953,en,2015-10-15,,Robert DeVore,True,BlogPosting; Organization; Person,8,18,9,0,2,0,1,3,False,True,False,False,b0585fa4145c5cc97518042511e1421140f4938ed152320bbb476f7218d25a9d
baseline,https://robertdevore.com/leap-the-code-of-extreme-leadership/,content/posts/leap-the-code-of-extreme-leadership.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/leap-the-code-of-extreme-leadership/,200,LEAP: The Code of Extreme Leadership | Robert DeVore,52,"In a world drowning in bloat and broken systems, leadership needs more than charisma. It needs a code. A compass. A creed that doesn’t just sound good in a keynote, but works when it’s 2AM and the product still isn’t…",217,LEAP: The Code of Extreme Leadership,H2: What is LEAP? | H2: Liberate | H2: Execute | H2: Agitate | H2: Persist | H2: Take the LEAP with me | H2: Related Reading,1445,en,2025-04-14,,Robert DeVore,True,BlogPosting; Organization; Person,20,18,3,0,7,0,6,1,False,True,False,False,ec6bddbd92780dca30d294322c677109b5167fb138094163a1e97f771706e8a6
baseline,https://robertdevore.com/making-up-for-lost-time/,content/posts/making-up-for-lost-time.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/making-up-for-lost-time/,200,Making up for lost time | Robert DeVore,39,"Growing pains are a part of everyone's life. From the time you're little and you wake up in the middle of the night with leg cramps because you're getting taller, to the time you have to bite your tongue when someone…",217,Making up for lost time,H2: Learning to let go | H2: Forgiving your past | H2: Moving forward | H2: The road ahead | H2: Related Reading,1246,en,2016-03-09,,Robert DeVore,True,BlogPosting; Organization; Person,7,17,2,0,1,0,0,4,False,True,False,False,235bca02c28d462a7e36adfbdcd79d53a0cbaa2e3d528be492e4465edf3e5fcd
baseline,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,content/posts/mnml-free-minimalist-wordpress-theme.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,200,MNML | Robert DeVore,20,"Minimalism is beautiful. There's something about the clean, airy feeling you get when you look at a design that's truly minimalist in it's execution that makes you feel all warm and fuzzy inside. At least that's how it…",219,MNML,H2: Demo & Download | H2: Under the hood | H2: Credits & Thank-you's | H2: The road ahead | H2: Related Reading,627,en,2015-09-02,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,12,0,2,0,1,3,False,True,False,False,4c63f8fd404062455630b9130732c5fbc39e9b7e500e25196d071d1d341cd452
baseline,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,content/posts/my-brothers-keeper-sons-of-anarchy-fanfiction.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,200,My Brothers Keeper | Robert DeVore,34,"Creativity comes in many forms. Today, I would like to display another form of creative expression I have been interested in with a Sons of Anarchy fanfiction story. I've wrote fiction for as long as I can remember, and…",220,My Brothers Keeper,H2: Why Sons of Anarchy? | H2: Chapters for Authors | H2: My Brothers Keeper | H3: What's next? | H2: Related Reading,475,en,2017-05-31,,Robert DeVore,True,BlogPosting; Organization; Person,5,22,5,3,1,0,0,3,False,True,False,False,09f07d80a42071a40f601bf079bde813b49c39aebec7e355726ca6b8689c2ed1
baseline,https://robertdevore.com/my-development-projects/,content/posts/my-development-projects.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/my-development-projects/,200,Recent project updates | Robert DeVore,38,"Since late last year I've been hard at work on various development projects. While I've spent time blogging about each of them here, I haven't updated the posts with new details about each of the projects. This post is…",219,Recent project updates,H2: WP Dispensary | H2: Clean Blog | H2: miniQuiz | H2: Slackedd | H2: Leafly Reviews | H2: What development projects are next? | H2: Keep in touch | H2: Related Reading,846,en,2016-03-16,,Robert DeVore,True,BlogPosting; Organization; Person,6,21,18,0,1,0,0,3,False,True,False,False,3ba2997447b235488f81eaf55f4333a073063f015d915251193ffcc2ac4a2b76
baseline,https://robertdevore.com/open-source-is-anarchism-in-action/,content/posts/open-source-is-anarchism-in-action.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/open-source-is-anarchism-in-action/,200,Open Source is Anarchism in Action | Robert DeVore,50,Most people think of anarchism as chaos – burning dumpsters and smashed windows. But real anarchism is far more dangerous to power than broken glass. It’s about building systems without masters. It’s about horizontal…,217,Open Source is Anarchism in Action,H2: And it’s working. | H2: Shared Foundations | H3: 1. Voluntary Cooperation | H3: 2. Decentralized Power | H3: 3. Transparent Accountability | H3: 4. Ownership Without Control | H2: Open Source Was Always Political | H2: Why the Open Source Model Embodies Anarchist Practice | H2: Related Reading,557,en,2025-04-23,,Robert DeVore,True,BlogPosting; Organization; Person,7,18,2,0,4,0,3,2,False,True,False,False,ac429a6bb624f63d8e0e5e8ad2de62567b5c10e72bba0810a175101fd1bc22ef
baseline,https://robertdevore.com/organized-chaos/,content/posts/organized-chaos.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/organized-chaos/,200,Organized Chaos | Robert DeVore,31,"Life is chaotic, and beyond death nothing is ever guaranteed to you. While your goal should never change to fit your current life situation, the path you take to achieve it may have to for reasons far beyond your…",213,Organized Chaos,H2: Related Reading,669,en,2016-12-20,,Robert DeVore,True,BlogPosting; Organization; Person,7,17,7,0,1,0,0,4,False,True,False,False,195f23e6edba21b07e504766ef9cb86b64c28bf903e1e2f579f3657428c3e2a9
baseline,https://robertdevore.com/page/10/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/10/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/11/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/11/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/12/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/12/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/2/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/2/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/3/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/3/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
