phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action
after,https://robertdevore.com/two-years-building-wp-dispensary/,content/posts/two-years-building-wp-dispensary.md,article,WP Dispensary: 2 years after the launch,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary: 2 years after the launch,wp dispensary: 2 years after the launch,How it all started | What happened next | The first year | The second year | What's next? | Related Reading,WP Dispensary: 2 years after the launch,H1: WP Dispensary: 2 years after the launch | H2: How it all started | H2: What happened next | H2: The first year | H2: The second year | H2: What's next? | H2: Related Reading,1667,2017-12-11,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,content/posts/use-ai-to-create-your-own-wwf-action-figure-blister-packs.md,article,Use AI to create your own WWF Action Figure Blister Packs,informational / problem-solving,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Use AI to create your own WWF Action Figure Blister Packs,use ai to create your own wwf action figure blister packs,Why a JSON prompt? | Why WWF Action Figures? | Related Reading,Use AI to create your own WWF Action Figure Blister Packs,H1: Use AI to create your own WWF Action Figure Blister Packs | H2: Why a JSON prompt? | H2: Why WWF Action Figures? | H2: Related Reading,507,2025-05-13,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/what-makes-content-beautifully-useful/,content/posts/what-makes-content-beautifully-useful.md,article,What Makes Content Beautifully Useful?,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",What Makes Content Beautifully Useful?,what makes content beautifully useful?,"What “Beautifully Useful” Actually Means | Two Versions, Same Topic – Only One Wins | The “Beautifully Useful” Filter | Toolbox for Making Content Hit Harder | Mic-Drop Takeaway | 🧠 Bonus Prompt: The “Before You Hit Publish” Test | Related Reading",What Makes Content Beautifully Useful?,"H1: What Makes Content Beautifully Useful? | H2: What “Beautifully Useful” Actually Means | H2: Two Versions, Same Topic – Only One Wins | H2: The “Beautifully Useful” Filter | H2: Toolbox for Making Content Hit Harder | H2: Mic-Drop Takeaway | H3: 🧠 Bonus Prompt: The “Before You Hit Publish” Test | H2: Related Reading",1058,2025-05-19,,substantive depth; code/example; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,content/posts/why-wordpress-plugin-developers-need-security-audits.md,article,Why WordPress Plugin Developers Need Security Audits,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Why WordPress Plugin Developers Need Security Audits,why wordpress plugin developers need security audits,"If Your Plugin Gets Hacked, Thousands of Sites Are Fucked | Hackers Actively Target WordPress® Plugins | You Are NOT a Security Expert (And That’s Okay, But Get an Audit Anyway) | A Security Audit Costs Less Than Cleaning Up a Breach | Users Trust Secure Plugins (And They Pay for Them Too) | A Security Audit Finds the Shit That Will Bite You Later | Get a Security Audit Before You Become the Next Horror Story | Related Reading",Why WordPress Plugin Developers Need Security Audits,"H1: Why WordPress Plugin Developers Need Security Audits | H2: If Your Plugin Gets Hacked, Thousands of Sites Are Fucked | H2: Hackers Actively Target WordPress® Plugins | H2: You Are NOT a Security Expert (And That’s Okay, But Get an Audit Anyway) | H2: A Security Audit Costs Less Than Cleaning Up a Breach | H2: Users Trust Secure Plugins (And They Pay for Them Too) | H2: A Security Audit Finds the Shit That Will Bite You Later | H2: Get a Security Audit Before You Become the Next Horror Story | H2: Related Reading",874,2025-02-07,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/woocommerce-dispensary-details-plugin/,content/posts/woocommerce-dispensary-details-plugin.md,article,Dispensary Details for WooCommerce,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Dispensary Details for WooCommerce,dispensary details for woocommerce,So what does it do? | Keep. It. Simple. Stupid. | Related Reading,Dispensary Details for WooCommerce,H1: Dispensary Details for WooCommerce | H2: So what does it do? | H2: Keep. It. Simple. Stupid. | H2: Related Reading,439,2017-10-17,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,content/posts/wordpress-custom-post-types-code-snippets.md,article,Enhance the power of your WordPress Custom Post Types,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Enhance the power of your WordPress Custom Post Types,enhance the power of your wordpress custom post types,1. Custom API endpoints | 2. oEmbed improvements | 3. Flush rewrite rules during your plugin's activation | Additional resources | Related Reading,Enhance the power of your WordPress Custom Post Types,H1: Enhance the power of your WordPress Custom Post Types | H2: 1. Custom API endpoints | H2: 2. oEmbed improvements | H2: 3. Flush rewrite rules during your plugin's activation | H2: Additional resources | H2: Related Reading,963,2017-06-26,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,content/posts/wordpress-plugin-security-is-a-joke-and-youre-the-punchline.md,article,"WordPress Plugin Security Is a Joke, and You’re the Punchline",commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","WordPress Plugin Security Is a Joke, and You’re the Punchline","wordpress plugin security is a joke, and you’re the punchline",Trigger Warning | The Illusion of Safety | Let’s Talk About the Real Villains | Philosophical Interlude: What Is “Secure Code”? | Code Interlude | A Historical Footnote of Failures | You Get Audited | Lesson Learned,"WordPress Plugin Security Is a Joke, and You’re the Punchline","H1: WordPress Plugin Security Is a Joke, and You’re the Punchline | H2: Trigger Warning | H2: The Illusion of Safety | H2: Let’s Talk About the Real Villains | H2: Philosophical Interlude: What Is “Secure Code”? | H2: Code Interlude | H2: A Historical Footnote of Failures | H2: You Get Audited | H2: Lesson Learned | H2: Related Reading",749,2025-05-15,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,content/posts/wordpress-woocommerce-plugins-i-will-no-longer-maintain.md,article,WordPress & WooCommerce plugins I will no longer maintain,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WordPress & WooCommerce plugins I will no longer maintain,wordpress & woocommerce plugins i will no longer maintain,WordPress Plugins | WooCommerce Plugins | What’s next? | Related Reading,WordPress & WooCommerce plugins I will no longer maintain,H1: WordPress & WooCommerce plugins I will no longer maintain | H2: WordPress Plugins | H2: WooCommerce Plugins | H2: What’s next? | H2: Related Reading,517,2025-06-10,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wp-dispensary-v2/,content/posts/wp-dispensary-v2.md,article,WP Dispensary v2.0 is being released on 4/20,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary v2.0 is being released on 4/20,wp dispensary v2.0 is being released on 4/20,Rebuilt Settings Page | Increased control over how to display data | Easier for add-on's to add their own settings | Organized Edit Screens | Default hidden data boxes | Code Optimization & Speed Increases | Calling for beta testers | Related Reading,WP Dispensary v2.0 is being released on 4/20,H1: WP Dispensary v2.0 is being released on 4/20 | H2: Rebuilt Settings Page | H3: Increased control over how to display data | H3: Easier for add-on's to add their own settings | H2: Organized Edit Screens | H3: Default hidden data boxes | H2: Code Optimization & Speed Increases | H2: Calling for beta testers | H2: Related Reading,803,2018-04-09,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wp-dispensary/,content/posts/wp-dispensary.md,article,WP Dispensary,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary,wp dispensary,Professional dispensary websites. | Introducing WP Dispensary | Installation is a breeze | REST API Integration | Example API usage | Download | Want to contribute to the plugin? | Related Reading,WP Dispensary,H1: WP Dispensary | H2: Professional dispensary websites. | H3: Introducing WP Dispensary | H3: Installation is a breeze | H3: REST API Integration | H3: Example API usage | H3: Download | H3: Want to contribute to the plugin? | H2: Related Reading,515,2016-01-18,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,content/posts/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see.md,article,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,wp townhall 13: the debate kevin geary doesn’t want you to see,Why It Matters | Related Reading,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,H1: WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See | H2: Why It Matters | H2: Related Reading,427,2025-06-09,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/wtf-is-wordpress/,content/posts/wtf-is-wordpress.md,article,WTF is WordPress?,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WTF is WordPress?,wtf is wordpress?,"If you don’t know where you’ve come from, you don’t know where you’re going | So, what is WordPress? | Why WP Engine and why now? | What if WP Engine just does as they’re asked? | Who is responsible for WordPress’ growth? | So WTF is WordPress? | Community Vibes | Related Reading",WTF is WordPress?,"H1: WTF is WordPress? | H2: If you don’t know where you’ve come from, you don’t know where you’re going | H2: So, what is WordPress? | H2: Why WP Engine and why now? | H2: What if WP Engine just does as they’re asked? | H2: Who is responsible for WordPress’ growth? | H2: So WTF is WordPress? | H2: Community Vibes | H2: Related Reading",2102,2024-09-23,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
